STATIONS_ID;MESS_DATUM;QN_592;ATMO_STRAHL;FD_STRAHL;FG_STRAHL;SD_STRAHL;eor
       1975;20050101;    1;  2738.00;   132.00;   136.00;    0.2;eor
       1975;20050102;    1;  2606.00;   210.00;   248.00;    2.2;eor
       1975;20050103;    1;  2769.00;   135.00;   144.00;    0.7;eor
       1975;20050104;    1;  2966.00;    66.00;    66.00;    0.0;eor
       1975;20050105;    1;  2602.00;   158.00;   158.00;    0.0;eor
       1975;20050106;    1;  2592.00;   171.00;   217.00;    2.5;eor
       1975;20050107;    1;  3071.00;    39.00;    39.00;    0.0;eor
       1975;20050108;    1;  2821.00;   109.00;   126.00;    1.1;eor
       1975;20050109;    1;  2571.00;   118.00;   124.00;    0.5;eor
       1975;20050110;    1;  2880.00;   175.00;   298.00;    4.5;eor
       1975;20050111;    1;  2849.00;   177.00;   197.00;    1.1;eor
       1975;20050112;    1;  2565.00;   161.00;   263.00;    4.2;eor
       1975;20050113;    1;  2400.00;   132.00;   204.00;    2.5;eor
       1975;20050114;    1;  2531.00;   183.00;   200.00;    0.5;eor
       1975;20050115;    1;  2421.00;   217.00;   316.00;    3.3;eor
       1975;20050116;    1;  1987.00;   132.00;   422.00;    7.4;eor
       1975;20050117;    1;  2740.00;   135.00;   135.00;    0.0;eor
       1975;20050118;    1;  2697.00;   126.00;   128.00;    0.1;eor
       1975;20050119;    1;  2413.00;   184.00;   220.00;    1.9;eor
       1975;20050120;    1;  2761.00;   112.00;   112.00;    0.1;eor
       1975;20050121;    1;  2395.00;   182.00;   238.00;    2.4;eor
       1975;20050122;    1;  2178.00;   155.00;   416.00;    4.5;eor
       1975;20050123;    1;  2130.00;   165.00;   237.00;    2.8;eor
       1975;20050124;    1;  2197.00;   224.00;   269.00;    2.1;eor
       1975;20050125;    1;  2085.00;   167.00;   393.00;    4.5;eor
       1975;20050126;    1;  2190.00;   251.00;   371.00;    2.8;eor
       1975;20050127;    1;  2516.00;   211.00;   232.00;    1.0;eor
       1975;20050128;    1;  2376.00;   149.00;   149.00;    0.0;eor
       1975;20050129;    1;  2436.00;   231.00;   231.00;    0.0;eor
       1975;20050130;    1;  2830.00;   142.00;   142.00;    0.0;eor
       1975;20050131;    1;  2681.00;   146.00;   147.00;    0.1;eor
       1975;20050201;    1;  2028.00;   148.00;   609.00;    8.3;eor
       1975;20050202;    1;  2748.00;   131.00;   131.00;    0.0;eor
       1975;20050203;    1;  2681.00;   295.00;   471.00;    3.4;eor
       1975;20050204;    1;  2832.00;   245.00;   245.00;    0.0;eor
       1975;20050205;    1;  2259.00;   193.00;   629.00;    7.1;eor
       1975;20050206;    1;  1830.00;   237.00;   619.00;    7.8;eor
       1975;20050207;    1;  1770.00;   240.00;   633.00;    7.8;eor
       1975;20050208;    1;  1824.00;   240.00;   643.00;    8.1;eor
       1975;20050209;    1;  2367.00;   255.00;   346.00;    2.7;eor
       1975;20050210;    1;  2722.00;    74.00;    74.00;    0.0;eor
       1975;20050211;    1;  2438.00;   376.00;   414.00;    1.6;eor
       1975;20050212;    1;  2793.00;    96.00;    97.00;    0.0;eor
       1975;20050213;    1;  2630.00;   296.00;   302.00;    0.2;eor
       1975;20050214;    1;  2120.00;   228.00;   713.00;    6.3;eor
       1975;20050215;    1;  2499.00;   259.00;   275.00;    0.3;eor
       1975;20050216;    1;  2508.00;   388.00;   401.00;    0.3;eor
       1975;20050217;    1;  2369.00;   380.00;   440.00;    1.2;eor
       1975;20050218;    1;  2641.00;   121.00;   121.00;    0.0;eor
       1975;20050219;    1;  2705.00;   263.00;   268.00;    0.5;eor
       1975;20050220;    1;  2708.00;   290.00;   290.00;    0.1;eor
       1975;20050221;    1;  2521.00;   351.00;   414.00;    1.6;eor
       1975;20050222;    1;  2409.00;   460.00;   476.00;    0.5;eor
       1975;20050223;    1;  2712.00;   239.00;   239.00;    0.0;eor
       1975;20050224;    1;  2666.00;   298.00;   308.00;    0.1;eor
       1975;20050225;    1;  2712.00;   279.00;   280.00;    0.0;eor
